"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"1","The Perfect song❤","@rodrigovega2006","https://yt3.ggpht.com/ytc/AIdro_mC-F_LUNsLxxHq0iRkdThSk-g8rlByJUfRPLo8n2HtbmB0G7VDfzswGgLJModTHVY6_A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@rodrigovega2006","UCrdeXLJFSvrBxTgeoghdsQw","0","1","2024-04-29T22:21:53Z","2024-04-29T22:21:53Z","UgxoypATt-VXZ8pypjd4AaABAg",NA,"y83x7MgzWOA"
"2","2024 anybody?","@DerrickHolmes2024","https://yt3.ggpht.com/4KAT6pccgIS7TmYzTFO6CvaAuWsLt6RfkO_9XG-J8llty7A7JHiXXtcVQ2EnugwEnhHkjbaIXrw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DerrickHolmes2024","UCWjb0-auPoScmdPAs007JcA","0","4","2024-04-29T05:31:56Z","2024-04-29T05:31:56Z","UgwHLZXc7O2dNHn0HD54AaABAg",NA,"y83x7MgzWOA"
"3","I like this song ❤","@youssefchehaibi4498","https://yt3.ggpht.com/KkzeeM7FwuR79rKp3jI4mY0Y1eu9w22eGswOIdgz6n3WE0_Oy00P46PlKlQ-M5EX3-akpuww_w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@youssefchehaibi4498","UCRdfwytL7FLKlP9N6BzsB5A","0","0","2024-04-28T22:58:19Z","2024-04-28T22:58:19Z","Ugzqqf00hkyqjR5UNk54AaABAg",NA,"y83x7MgzWOA"
"4","Any one 2026 😅","@rajibsangma6216","https://yt3.ggpht.com/ytc/AIdro_lAyCmPuPTcTtYpOA4QnUiNiel5MSi2UOypDgNoiTtaAGtGVrLt1wtS6foazk69LW0x-w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@rajibsangma6216","UC6MVLVN2TCSvBN2sLlylKZA","0","1","2024-04-28T11:22:05Z","2024-04-28T11:22:05Z","UgydVfivBXHYEK6epfR4AaABAg",NA,"y83x7MgzWOA"
"5","Justin Bieber ❌ Aladdin
Ed Sheeran ❌ Panda Sheeran","@helloeveryone-qh4sx","https://yt3.ggpht.com/53wBHBqnkXHN9tDQ91qyLfvjciZ9RgASfzfvXvsa2L8mHlOKiGkJaYX3iHgTq8g7D93XPIWt0g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@helloeveryone-qh4sx","UC2AogXcbi98RJ7EIrTX6-XA","0","0","2024-04-28T07:45:57Z","2024-04-28T07:45:57Z","UgwA4cL2Bedmzxirs354AaABAg",NA,"y83x7MgzWOA"
"6","❤❤❤🎉🎉🎉🎉","@NhiNguyen-gd4ji","https://yt3.ggpht.com/ytc/AIdro_mestMozA_adsrvmRhpG8jY13_GN4HNzI1cyokBWXoqJDc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@NhiNguyen-gd4ji","UCuTbdJhF0ts3Z9bO0fF0MiQ","0","0","2024-04-28T05:56:31Z","2024-04-28T05:56:31Z","UgzCaRq0SBvgZQ958fl4AaABAg",NA,"y83x7MgzWOA"
"7","i
⊂_ヽ
     ＼＼   don't
         ＼( ͡° ͜ʖ ͡°)
              >    ⌒ヽ
            /      へ＼
         /        /    ＼＼care
         ﾚ    ノ         ヽ_つ
        /    /
     /    /|
    (    (ヽ
    |    |、＼
    | 丿 ＼ ⌒)
    | |        ) /
ノ )        Lﾉ
(_／


Beautiful 🤩","@SophiaBurcg","https://yt3.ggpht.com/ytc/AIdro_mGCcO77qRAILeeq23h9y6AoVb-S6jhNjs55xh4H1JqzRtYoueMFrSC8S9Y7lZhzF6Tww=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@SophiaBurcg","UCjXTyCPyqht-aR0iiQ7efrQ","0","2","2024-04-28T05:10:09Z","2024-04-28T21:24:25Z","UgyUI53oJt1WpDBrGxJ4AaABAg",NA,"y83x7MgzWOA"
"8","me","@themesjohnrojas2401","https://yt3.ggpht.com/ytc/AIdro_k3XoLCYJ_VhMwqNEJJpIVUimOkq0SGIlZenwp2kkZh4w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@themesjohnrojas2401","UCltND5c3uy6NsQ7B85Vpbdw","0","0","2024-04-28T02:57:42Z","2024-04-28T02:57:42Z","UgyHV16vCAzTSvm549Z4AaABAg",NA,"y83x7MgzWOA"
"9","When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In the Moment” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝","@kaylagorrano39","https://yt3.ggpht.com/GqSknBW2ouQ3vreeWE5ctOFfXhX-VbE0sQcMEKlF_6Bc22CKNDbDD2-5jR8A-Mus_2ZC8kykwhY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kaylagorrano39","UCVRB_QHwXK5a4CMW0luwIrg","0","1","2024-04-28T02:30:29Z","2024-04-28T02:30:29Z","UgxYU1-OdS4dz0Img-x4AaABAg",NA,"y83x7MgzWOA"
"10","","@ciobanurafael1566","https://yt3.ggpht.com/ytc/AIdro_n3FynHF3-Zl8CfdFufjXnwvOoMTe8iplUveRY-zu4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ciobanurafael1566","UCbkAwVKjdERyq6jrx3VSqFg","0","0","2024-04-27T21:45:50Z","2024-04-27T21:45:50Z","UgwjfkK5-FyY837AoWF4AaABAg",NA,"y83x7MgzWOA"
"11","2:35 twig","@user-cv8zc9fs6v","https://yt3.ggpht.com/ffzNZPkcRRXYSHW74UGrK7HY6xFSB2c5faWnUqQADTbJj2BcxXCfQF-bUI74_3a0W4HbGX-Gtg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-cv8zc9fs6v","UCLbL6JmVHLRQRKiG6mYlfjQ","0","1","2024-04-27T08:35:52Z","2024-04-27T08:35:52Z","UgyQX8ymYiDqRw-MLWB4AaABAg",NA,"y83x7MgzWOA"
"12","I don't care Fuck with me 🤪   27-04-2024","@devapratim671","https://yt3.ggpht.com/AJ-vMecAZmyMwYVyoq05YkUo4KU5sCd7hxDzJs-xUSzl5KlzM_jS--m5Yz5ENW18NSxCnxBi=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@devapratim671","UC3gse7JGZZZmk5trb7a17FQ","0","1","2024-04-27T08:04:22Z","2024-04-27T08:04:22Z","Ugx8ya0nTn5DvxEU6WF4AaABAg",NA,"y83x7MgzWOA"
"13","2024 and still hilarious😂","@shallinindadaniel1644","https://yt3.ggpht.com/ytc/AIdro_n8-GitmMbFBRytxbaZZYLaMdNd4cnWkODVcc06qmiPUena=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@shallinindadaniel1644","UCORNmGsN5QvezEJ_rvi5zUA","0","0","2024-04-27T04:05:53Z","2024-04-27T04:05:53Z","Ugw5gt7CxtuvOUa6L494AaABAg",NA,"y83x7MgzWOA"
"14","2027 anyone ?","@dom_officiel","https://yt3.ggpht.com/GEpyWmjpzXFrxGAlXGY-zsV_bIES4O-a3FjR8p03TNBZ2v64x16wrakdqIpYsIKYDzMqSIJ91B4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@dom_officiel","UCUc31NVwcxx0q_36JIPa0cA","0","0","2024-04-26T11:54:24Z","2024-04-26T11:54:24Z","Ugy-jzFTUzM9NCJ7ywB4AaABAg",NA,"y83x7MgzWOA"
"15","nice song","@ElitonPaul","https://yt3.ggpht.com/ytc/AIdro_kIlEeQ4OACNIy4MLudGsL9DTagn5RKE7hatI9E0_FFdCTBbMQSp-RsS-u8gOIa7AM2aQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ElitonPaul","UCqQDXfsu2SfMHBiklRWzIcg","0","0","2024-04-26T11:24:32Z","2024-04-26T11:24:32Z","UgxfSJAoZMrlmnpl_UV4AaABAg",NA,"y83x7MgzWOA"
"16","Yes","@dakshbelani6382","https://yt3.ggpht.com/KoQ7zFWrL17KnEQgcs0trSg4TMh0zdObQkvoVw8jdbXlto2lmuUicFqpmvyuVCv8xvdsx3TBYw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@dakshbelani6382","UC81eCQfzeHicAhY6kxyp3Yg","0","0","2024-04-26T10:39:12Z","2024-04-26T10:39:12Z","UgyxHlwlkYz2kqKrROV4AaABAg",NA,"y83x7MgzWOA"
"17","I remember this song so much in my school days","@Divinefavorchemicals_","https://yt3.ggpht.com/Gs23ywKnU8Ujz1YrqecQX8mslYPs7TLrKZViob7-uoaSTUAkMzmo4FUcDpWbRDTW_ohnXeQBVg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Divinefavorchemicals_","UCkfwnnLNq6kaTcgSRpezzSg","0","0","2024-04-26T10:30:30Z","2024-04-26T10:30:30Z","UgzBlcctK0AWSXHkILd4AaABAg",NA,"y83x7MgzWOA"
"18","Justin Bieber","@abgh82","https://yt3.ggpht.com/R_ui6X04faObC6V2uMihsVwmD3ld2qdgsfct_uqpXNHDP4UNqISWlx-PHXaUBLTkJbrCdXldgQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@abgh82","UCkn-xvX6JFlq1Nds3rs4epg","0","0","2024-04-26T08:06:38Z","2024-04-26T08:06:38Z","Ugx1cCy5If-u1f5kT4F4AaABAg",NA,"y83x7MgzWOA"
"19","2024 ?","@eumateushenr7","https://yt3.ggpht.com/9h-i7IVJ-c2Ppyazgq7UauLGgXbqYdEAdi3PWVTVzyqC86pegStUxNtCkzeNwKyojSxe7BC_=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@eumateushenr7","UCTM7nTAnIP9JLSu2blMZubw","0","0","2024-04-26T00:12:40Z","2024-04-26T00:12:40Z","Ugxc47Peq28n7MLCj-94AaABAg",NA,"y83x7MgzWOA"
"20","00:01","@victorhugo20138","https://yt3.ggpht.com/GEhZrMjJ8J57bxk9prt80buIDXiLXjYys3WTeZG_nxpVAKcqqMEA2Bm_xNGahiIfhTw9mGnYTA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@victorhugo20138","UC-jSukSTm_PtYHYUY2SghLw","0","1","2024-04-25T21:14:49Z","2024-04-25T21:14:49Z","UgyQMK3H3H85izfJpPp4AaABAg",NA,"y83x7MgzWOA"
"21","Whooooa anyone notice all the symbols now?","@TimelessnessGrant-ux7kw","https://yt3.ggpht.com/ytc/AIdro_lCz-5s9xX2KhaXt-SgRQrSh7xSIu9Mi5iKddZZLTjvY5aH0-HZod53kfuRV4K-zm-cvg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TimelessnessGrant-ux7kw","UCf9u_oazRvsFRTOqsqSipSA","0","0","2024-04-25T21:06:20Z","2024-04-25T21:06:20Z","Ugwgch-0GdNlYn_1qDJ4AaABAg",NA,"y83x7MgzWOA"
"22","Ed = She's Not SEX
Jb = She's Not DROUGS","@DRIGO2.0","https://yt3.ggpht.com/_oILfGt8GbrZRpJzdFLZB4lGPtBLxLVYVlQ8HeF1SVf8W6auOa6-yGcaSn2annQiJSmOiUSKQJc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DRIGO2.0","UC64t5vNiEaqTsuGHu5wFXRQ","0","0","2024-04-25T21:04:41Z","2024-04-25T21:04:41Z","UgzH34LmSc3i0aAoaWl4AaABAg",NA,"y83x7MgzWOA"
"23","Noice song❤","@blacklegridham4544","https://yt3.ggpht.com/f2SyJsJu9LxKW9IdTK91OYnPRn2KMA5ju2SHQjXQVzx575hTYFHaYQZxvjc0Mio10np0zd-8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@blacklegridham4544","UCej_Ha-PiwgqqdLp_5iF6Cg","0","0","2024-04-25T16:38:23Z","2024-04-25T16:38:23Z","UgweyOFY9KIoGxeJ8kt4AaABAg",NA,"y83x7MgzWOA"
"24","I love this song . 
#Australia","@josevillela5678","https://yt3.ggpht.com/ytc/AIdro_m6ri-Y4Yqwgptu3goSGB20zFCcq-lfUH3-fj1XrKw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@josevillela5678","UCRLoYRrxGQWhIxxsrCZXyKQ","0","0","2024-04-25T08:55:31Z","2024-04-25T08:55:31Z","UgzVa0P2FtbMmO5koml4AaABAg",NA,"y83x7MgzWOA"
"25","Beautiful ❤️","@harryview9501","https://yt3.ggpht.com/ytc/AIdro_mOOgQ2hqo_8db1L3DjyuhCoR3sEsRjEbbW34gOXd4maa9Sgm2SsTXc4jkocSqBJa1XlQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@harryview9501","UCz3nMA2iwg4lP_G14F00d5g","0","1","2024-04-24T19:18:40Z","2024-04-24T19:18:40Z","Ugyl99NqBMneIOMjAUJ4AaABAg",NA,"y83x7MgzWOA"
"26","2048 anyone listening to this song?","@g99gamer80","https://yt3.ggpht.com/ytc/AIdro_nROp2K-UpwPJ4lwDU1vzpH44x9bINYBJYYozRCr0tTBog=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@g99gamer80","UCYT94bAfjaBh4XSDTl93zEQ","0","1","2024-04-24T16:50:34Z","2024-04-24T16:50:34Z","UgxV76pC6B5QuCD2MWd4AaABAg",NA,"y83x7MgzWOA"
"27","I love this song so mucha❤","@jillianmiller2047","https://yt3.ggpht.com/ytc/AIdro_l8eo8-U6Hq182HvGSivhWsfhg3pOCinNGPXomA3iYdj_2Aq9hR3pP-TUmOw-mA8K_Hzw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@jillianmiller2047","UCRjuOrr1cspmSGLM8fVq_Sw","0","2","2024-04-24T13:06:29Z","2024-04-24T13:06:29Z","UgzebFkcT24rvyisOhd4AaABAg",NA,"y83x7MgzWOA"
"28","So...this is a Diddy diss?","@marquizewashington4372","https://yt3.ggpht.com/ytc/AIdro_khPZu1g2wlLdvcjxT83SNIkK0OuLLxqvQMRDMZ6GM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@marquizewashington4372","UCMMe45PF5XisN6n86Xy83mg","0","1","2024-04-24T06:31:29Z","2024-04-24T06:31:29Z","UgyUWhbuOPYagQcnt4J4AaABAg",NA,"y83x7MgzWOA"
"29","Eu lembro ❤","@eduardasousa1203","https://yt3.ggpht.com/ytc/AIdro_kjTIDsyJG3j1sb7Y52D_xuGMwKPJDJd35zcP4xjCLJAtIh=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@eduardasousa1203","UCPz82O0lgjXlYVKKteVZSIw","0","0","2024-04-24T00:10:24Z","2024-04-24T00:10:24Z","UgwPL2hxiGY-MJhW5gV4AaABAg",NA,"y83x7MgzWOA"
"30","THE BEST!!!","@malak_angeI","https://yt3.ggpht.com/YdR3eCIlYxYW6ru4Zga0zznmkgMRTJ9PSgk7tq9ApRj4L4zlj39JcMGFXm5t75YgfrbeJboyig=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@malak_angeI","UC-Tm1hiAeOW77XmbPNmo5IA","0","0","2024-04-23T22:18:54Z","2024-04-23T22:18:54Z","Ugw_ZG9XPzerheg1kR14AaABAg",NA,"y83x7MgzWOA"
"31","Here 2024!! 🤗🤗","@oliviasanchez5706","https://yt3.ggpht.com/ytc/AIdro_k63hxNaym7o7XHBFip_GlgbEYCtcaIVS7oac5PdTO1zFbyUM1FWY_IKcO0pMDJ756b2Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@oliviasanchez5706","UCZ1zzpZrB8Rj_ZHcADhs-uw","0","0","2024-04-23T16:45:07Z","2024-04-23T16:45:07Z","UgwxYroQv1IgXPyWcCh4AaABAg",NA,"y83x7MgzWOA"
"32","I can always vibe to Ed Sheeran 🩵😎🥰","@Nikovia2005","https://yt3.ggpht.com/TVSthLtIUokj1tVCtZ9MBaKpYvTQnlqPwT7L4L-QWKeo5VDCU6zGGtg3OehDB98obyFbsFGf=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Nikovia2005","UCjXoI5XRi2dcRG_ZFbRRdIw","0","1","2024-04-23T16:17:29Z","2024-04-23T16:17:29Z","UgyeW6BWe9094CBj-_p4AaABAg",NA,"y83x7MgzWOA"
"33","Y'all did a great job on this song it's fire 🔥 🔥🔥🔥🔥","@user-wm6un6sw2d","https://yt3.ggpht.com/ytc/AIdro_lGO16BEG5lHCUQM2pAA_Q382-oi9wZRnnX5NS-3rjO7r9bEz8Ueap3sOfzglcbOAstJg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-wm6un6sw2d","UCFGJj25k7npX3IYRFx2iepQ","0","0","2024-04-23T15:34:20Z","2024-04-23T15:34:20Z","UgxwPqlZmGjRRgeYfdR4AaABAg",NA,"y83x7MgzWOA"
"34","When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In the Moment” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝","@Hollagrl0999","https://yt3.ggpht.com/ytc/AIdro_myGel0rPHzy9To8ZCbubKKygi2n5jc9MCThpzMYsWbjS8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Hollagrl0999","UCvxXiQ-ZdJPM-BDtL1_soiw","0","1","2024-04-23T15:27:51Z","2024-04-23T15:27:51Z","Ugyh3LaEYXn4cItg-JV4AaABAg",NA,"y83x7MgzWOA"
"35","its a greenscreen kid","@Vanity_solo","https://yt3.ggpht.com/PLsEPFd2zK-5P-jkbzJw66vWVfEGlpNmYiDnYq80ja2PTOdEbMufg8w68w_NfhhEouBe7an5=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Vanity_solo","UCJZgYG0lKSN--Tkmah-jVDA","0","0","2024-04-23T15:13:53Z","2024-04-23T15:13:53Z","UgxbKC6uZolNyAW5FzR4AaABAg",NA,"y83x7MgzWOA"
"36","April 2024❤😊","@scholasticawanjiru","https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@scholasticawanjiru","UCPfFmeHVPJ84UF-WJpCZL0A","0","1","2024-04-23T13:36:02Z","2024-04-23T13:36:02Z","UgzvkUjcm8zOrp90p3B4AaABAg",NA,"y83x7MgzWOA"
"37","Who else in this video apart from me fell in love with ED SHEERAN's legs 🤤🤤😍😍","@FernandoMunoz-px2yo","https://yt3.ggpht.com/ytc/AIdro_nj52r54LP66EYFqP7Inb6jhP8S_q3e1BbIP1asn4ZSRuEPMPd_TcQnDlhRVA6szGI8QQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@FernandoMunoz-px2yo","UCvQfiNZajGrJoFR2a3czpEQ","0","0","2024-04-23T12:05:55Z","2024-04-23T12:05:55Z","Ugxcc9kjVPOvc0jFCJN4AaABAg",NA,"y83x7MgzWOA"
"38","Producer: Ed and Justin gonna appear on this MV
Editor: I don’t care","@C.h.a.o.s.m.y.t.h.","https://yt3.ggpht.com/s_GuQKRnbcNGBq40eGeP65gM_e10-sm3rHhL1czzrpat7TkUPz6iFfwS1iiu0Wz9bl8Bhl5v=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@C.h.a.o.s.m.y.t.h.","UCanrK9C6zLqsIiDX-9XIc-Q","0","0","2024-04-23T02:06:17Z","2024-04-23T02:06:17Z","Ugy9edjLhadb4CK80gJ4AaABAg",NA,"y83x7MgzWOA"
"39","2024😫💗","@amiromari8081","https://yt3.ggpht.com/ytc/AIdro_lqULl_zl4kd2Kqu-NGfQAeRgktPwzB-Z0A1Snc5T96-MRs7PMnyyGHCmsAyOOuHNpt5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@amiromari8081","UCjjPnBDHgHb4h8Tw0a9PtjQ","0","0","2024-04-22T17:11:23Z","2024-04-22T17:11:23Z","UgzJ1CrpVULzqiOrSHp4AaABAg",NA,"y83x7MgzWOA"
"40","That was weird but AMAZING 😍🤩❤","@lesliegordon5475","https://yt3.ggpht.com/ytc/AIdro_kCUxneRCqTtLW3FNecFI5anMeZDF2-j07hZ3MYRH6JOp0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@lesliegordon5475","UCSJbgy8FGvvXIqVXc6heCBw","0","0","2024-04-22T13:56:27Z","2024-04-22T13:56:27Z","UgxBg5mIMer0H0DyslZ4AaABAg",NA,"y83x7MgzWOA"
"41","I'm at a party I don't wanna be at
And I don't ever wear a suit and tie, yeah
Wondering if I could sneak out the back
Nobody's even looking me in my eyes
Then you take my hand
Finish my drink, say, ""Shall we dance?"" (hell, yeah)
You know I love you, did I ever tell you?
You make it better like that
Don't think I fit in at this party
Everyone's got so much to say (yeah)
I always feel like I'm nobody, mm
Who wants to fit in anyway?
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
We at a party we don't wanna be at
Tryna talk, but we can't hear ourselves
Read your lips, I'd rather kiss 'em right back
With all these people all around
I'm crippled with anxiety
But I'm told it's where I'm supposed to be
You know what? It's kinda crazy 'cause I really don't mind
When you make it better like that
Don't think we fit in at this party
Everyone's got so much to say, oh yeah, yeah
When we walked in, I said I'm sorry, mm
But now I think that we should stay
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
Yeah, you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
(Oh, yeah, yeah, yeah)
'Cause I don't care as long as you just hold me near
You can take me anywhere
Yeah, you're making me feel like I'm loved by somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (no)
I don't like nobody but you, it's like you're the only one here
I don't like nobody but you, baby, I don't care
I don't like nobody but you, I hate everyone here
I don't like nobody but you, baby, yeah
'Cause I don't care (don't care)
When I'm with my baby, yeah (oh yeah)
All the bad things disappear (disappear)
And you're making me feel like maybe I am somebody (maybe I'm somebody)
I can deal with the bad nights (with the bad nights)
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (ooh, yeah, yeah)
'Cause I don't care as long as you just hold me near (me near)
You can take me anywhere (anywhere, anywhere)
And you're making me feel like I'm loved by somebody (I'm loved by somebody)
I can deal with the bad nights (yeah, yeah, yeah)
When I'm with my baby, yeah (oh)
Ooh, ooh, ooh, ooh, ooh, ooh","@user-gu7mz8yh6f","https://yt3.ggpht.com/ytc/AIdro_n8wU56PzI8O0h3lakvyofDd0qUb1BCZsYNxqP-_MsuWA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-gu7mz8yh6f","UCapN7ZjDb8PwhgzWRyee-RA","0","0","2024-04-22T13:04:00Z","2024-04-22T13:04:00Z","UgzNKqBzSVcJNMH65mZ4AaABAg",NA,"y83x7MgzWOA"
"42","Billie Eilish: I make the weirdest videos!
John Mayer: Hold my beer

Ed & Justin: Hold my greenscreen","@LyricLuxe-tz6lx","https://yt3.ggpht.com/wQP0iXth-zTJx11Zx5cTgk7OCv85p_cBetw_udxtWlHq3AwNB9WCA1kxuBLJijJGwyzs-lu04g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@LyricLuxe-tz6lx","UCbqetSC9k-kUUrOD9r1dYcQ","0","0","2024-04-22T04:03:58Z","2024-04-22T04:03:58Z","UgzakQ7CKo8himKcA6x4AaABAg",NA,"y83x7MgzWOA"
"43","April 2024 Anyone???????","@BillGriffins","https://yt3.ggpht.com/zYwd9BbM_LwBw91ICzVM-ADprooKbeqRIL6wdQZUO3t6l6fDP7cn2f5pvzHHMKBwlKNZNbOS_90=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@BillGriffins","UCJIEx5lDRbLW_AS1VEXICaw","1","2","2024-04-21T19:24:59Z","2024-04-21T19:24:59Z","Ugzfm8myA8YRVELsIn14AaABAg",NA,"y83x7MgzWOA"
"44","Anyone still don't care in 2024","@soniaberry8132","https://yt3.ggpht.com/ytc/AIdro_nlBilyjMA1U52oKK26XZ_UcnniCFBmVBEaZcWRZocnDN18ZKMnESUSGCHsm8S0Thv9RQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@soniaberry8132","UCdwKHkh7remsMLwZe_Y0dqQ","0","3","2024-04-21T19:22:42Z","2024-04-21T19:22:42Z","UgyCdXNmuJQEwc3-pMd4AaABAg",NA,"y83x7MgzWOA"
"45","Anyone in April/ May 2024? 😅😅😅","@Margo_Katherine_Priv_Acct","https://yt3.ggpht.com/VjUQPkYkI6rsnPj2xrO7q7g8nQvG3wyPATfF3XQrTWRWHIdj26TUoYv6yuUAccaqpmps1XJ6yg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Margo_Katherine_Priv_Acct","UCzgZkw9oRrESs6rpR-hegxg","3","8","2024-04-21T18:39:24Z","2024-04-21T18:39:24Z","Ugwzf-tWHVcJnFxGUCJ4AaABAg",NA,"y83x7MgzWOA"
"46","Masterpiece ❤❤","@user-vx3ru2sc9h","https://yt3.ggpht.com/ytc/AIdro_nbdMZcO4f_j000gAY_noPHYlkNiiWuBLj1O6bl1AexiVTm9ujAc7-ciWH97oTLgKPwnJM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-vx3ru2sc9h","UCJmCY8HWi-vGO6JRI2NaD4A","0","0","2024-04-21T17:29:46Z","2024-04-21T17:29:46Z","Ugxu6-IHwRnlOQLWkxB4AaABAg",NA,"y83x7MgzWOA"
"47","Jeeej❤❤❤😊","@mikicagraso4865","https://yt3.ggpht.com/ytc/AIdro_mV3bgNLkjw-iV6emVVLdDvPI5HIh3Uz9B56iy0Qd0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mikicagraso4865","UCPWwxnA1TIHAlofxw5A1Y2g","0","0","2024-04-21T12:24:19Z","2024-04-21T12:24:19Z","UgyEfYJ9r5NtUAqSZad4AaABAg",NA,"y83x7MgzWOA"
"48","Justin and ed = 🔥🤌","@wendexisback","https://yt3.ggpht.com/L8tSWdL6XB8tOm3j8Ve-DBJaz6ZjOR3HqO-VDkUuA_k3iZezxTCxiDSjCL3e_2QdJSoQYZW_izg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@wendexisback","UCNHdcfnvTXCialgFCbwvFRg","0","0","2024-04-21T07:32:05Z","2024-04-21T07:32:05Z","UgyGBrtDCOQZPb3r14N4AaABAg",NA,"y83x7MgzWOA"
"49","This is my favorite song♨️","@emersonedoyle","https://yt3.ggpht.com/ytc/AIdro_kENqoQJ57rJpHVOGJXq9AIlIUbWGSnO0BkTxn7XxPbWjg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@emersonedoyle","UCpirNDKdyWD8j4xfySKaf7A","0","0","2024-04-20T21:49:29Z","2024-04-20T21:49:29Z","UgwVAU7XtIaPSGPc2kt4AaABAg",NA,"y83x7MgzWOA"
